gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,1,0.7,0.828282828,0.765306122,0.285714286,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,1,0.89,0.878787879,0.87755102,0.142857143,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,1,0.9,0.868686869,0.867346939,0.091836735,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.545454545,0,1,0.69,0.777777778,0.775510204,0.755102041,1,1,0,M
1,0.230769231,0.230769231,1,0.555555556,0,0.545454545,1,1,0.7,0.767676768,0.663265306,0.704081633,1,1,0,M
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,1,0.75,0.727272727,0.653061224,0.387755102,1,1,0,L
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,1,0.72,0.767676768,0.673469388,0.397959184,1,1,0,L
1,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,1,0.77,0.828282828,0.755102041,0.795918367,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,1,0.71,0.848484848,0.683673469,0.806122449,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.545454545,0,1,0.87,0.929292929,0.755102041,0.897959184,1,1,1,H
1,0.230769231,0.230769231,1,0.555555556,0,0.545454545,1,1,0.81,0.848484848,0.785714286,0.857142857,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,0,0.15,0.97979798,0.224489796,0.091836735,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,0,0.19,0.98989899,0.204081633,0.010204082,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,0,0.25,0.828282828,0.530612245,0.193877551,1,1,0,M
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,0,0.29,0.787878788,0.408163265,0.112244898,1,1,0,M
0,0.230769231,0.230769231,1,0.555555556,0,0.545454545,0,0,0.45,0.878787879,0.581632653,0.806122449,1,1,1,M
0,0.230769231,0.230769231,1,0.555555556,0,0.545454545,1,0,0.39,0.888888889,0.43877551,0.724489796,1,1,1,M
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,0,0.85,0.909090909,0.530612245,0.295918367,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,0,0.79,0.919191919,0.5,0.214285714,1,1,1,H
1,0.153846154,0.153846154,1,0.555555556,0,0.181818182,0,0,0.9,0.919191919,0.816326531,0.816326531,1,1,1,H
1,0.153846154,0.153846154,1,0.555555556,0,0.181818182,1,0,0.8,0.909090909,0.816326531,0.836734694,1,1,1,H
1,0.153846154,0.153846154,1,0.555555556,0,0.454545455,0,0,0.8,0.838383838,0.836734694,0.714285714,1,1,0,M
1,0.153846154,0.153846154,1,0.555555556,0,0.454545455,1,0,0.71,0.818181818,0.846938776,0.724489796,1,1,0,M
1,0.153846154,0.153846154,1,0.555555556,0,0.545454545,0,0,0.72,0.878787879,0.734693878,0.897959184,1,1,0,M
1,0.153846154,0.153846154,1,0.555555556,0,0.545454545,1,0,0.69,0.777777778,0.846938776,0.928571429,1,1,0,M
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,1,0.85,1,0.428571429,0.908163265,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,1,0.89,0.96969697,0.459183673,0.928571429,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,1,0.8,0.828282828,0.653061224,0.581632653,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,1,0.87,0.939393939,0.642857143,0.602040816,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,0,0.15,0.090909091,0.142857143,0.806122449,0,0,0,L
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,0,0.09,0.060606061,0.153061224,0.857142857,0,0,0,L
1,0.615384615,0.230769231,1,0.555555556,0,0.545454545,0,0,0.81,0.868686869,0.87755102,0.408163265,1,1,1,M
1,0.615384615,0.230769231,1,0.555555556,0,0.545454545,1,0,0.78,0.828282828,0.795918367,0.530612245,1,1,1,M
1,0.615384615,0.615384615,1,0.555555556,0,0.454545455,0,0,0.8,0.878787879,0.755102041,0.683673469,1,1,1,M
1,0.615384615,0.615384615,1,0.555555556,0,0.454545455,1,0,0.85,0.888888889,0.806122449,0.704081633,1,1,1,M
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,0,0.02,0.070707071,0.040816327,0.071428571,0,0,0,L
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,0,0.05,0.04040404,0.051020408,0.071428571,0,0,0,L
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,0,0.5,0.777777778,0.142857143,0.275510204,0,0,1,M
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,0,0.55,0.747474747,0.255102041,0.285714286,0,0,1,M
0,0.230769231,0.230769231,1,0.555555556,0,0.545454545,0,0,0.3,0.171717172,0.142857143,0.571428571,0,0,0,L
0,0.230769231,0.230769231,1,0.555555556,0,0.545454545,1,0,0.35,0.141414141,0.234693878,0.62244898,0,0,0,L
